Activity name,Description,Begin timestamp,Duration (h:m:s),Moving duration (h:m:s),Distance (km),Average speed (km/h or min/km),Average moving speed (km/h or min/km),Max. speed (km/h or min/km),Elevation loss uncorrected (m),Elevation gain uncorrected (m),Elevation min. uncorrected (m),Elevation max. uncorrected (m),Min. heart rate (bpm),Max. heart rate (bpm),Average heart rate (bpm),Calories,Avg. cadence (rpm),Max. cadence (rpm),Strokes,Avg. temp (°C),Min. temp (°C),Max. temp (°C),Map,End timestamp,Begin timestamp (ms),End timestamp (ms),Device,Activity type,Event type,Time zone,Begin latitude (°DD),Begin longitude (°DD),End latitude (°DD),End longitude (°DD),Elevation gain corrected (m),Elevation loss corrected (m),Elevation max. corrected (m),Elevation min. corrected (m),Sample count
"Baltimore County Uncategorized","","Tue, 08 Jan 2019 06:24",2 days, 0:23:22,00:14:54,"2.14223","0.044270","8.626418","11.989938","","","","","","","","","","","","","","","https://connect.garmin.com/modern/activity/3827558537","Thu, 10 Jan 2019 06:47","1546946669000","1547120871000","","uncategorized","uncategorized","+19:00","39.447015","-76.819457","39.446964","-76.819489","5.24","3.07","202.18","198.39",""
"Montgomery County Uncategorized","","Sun, 02 Dec 2018 10:48",01:50:05,01:34:29,"6.76240","3.685791","4.294347","13.177756","","","","","","","","","","","","","","","https://connect.garmin.com/modern/activity/3827558535","Sun, 02 Dec 2018 12:38","1543765709000","1543772314000","","uncategorized","uncategorized","+19:00","38.996715","-77.250312","39.005792","-77.244882","91.43","77.09","79.82","32.76",""
"Woodstock Uncategorized","","Sat, 23 Jun 2018 09:33",1 day, 3:05:03,07:52:07,"43.59241","1.609516","5.540038","84.794254","","","","","","","","","","","","","","","https://connect.garmin.com/modern/activity/3827558528","Sun, 24 Jun 2018 12:38","1529760781000","1529858284000","","uncategorized","uncategorized","+20:00","44.040396","-71.792909","43.901394","-71.984288","1519.24","1809.22","1467.95","188.09",""
"Bethlehem Uncategorized","","Sat, 12 May 2018 08:11",08:07:45,05:57:29,"28.35107","3.487573","4.758443","32.346294","","","","","","","","","","","","","","","https://connect.garmin.com/modern/activity/3827558526","Sat, 12 May 2018 16:18","1526127071000","1526156336000","","uncategorized","uncategorized","+20:00","44.243267","-71.639332","44.190928","-71.681721","1142.95","1017.47","1357.98","402.88",""
"Portland Uncategorized","","Sun, 19 Nov 2017 12:37",00:41:24,00:40:00,"5.77468","8.369107","8.662025","15.265760","","","","","","","","","","","","","","","https://connect.garmin.com/modern/activity/3827558523","Sun, 19 Nov 2017 13:18","1511113053000","1511115537000","","uncategorized","uncategorized","+19:00","43.664610","-70.266838","43.664435","-70.266590","7.71","8.08","6.0","",""
"Candia Running","","Sat, 17 Sep 2016 11:53",01:46:26,01:46:19,"14.26533","7.461445","7.452800","4.163099","","","","","","186","171","1046","","","","","","","https://connect.garmin.com/modern/activity/1368482461","Sat, 17 Sep 2016 13:40","1474127636000","1474134022000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","43.062705","-71.287514","","","144.76","163.29","151.78","97.0",""
"Center Sandwich Running","","Fri, 16 Sep 2016 20:53",01:29:17,01:29:14,"13.18536","6.772020","6.767608","4.253938","","","","","","196","176","1023","","","","","","","https://connect.garmin.com/modern/activity/1368482425","Fri, 16 Sep 2016 22:23","1474073628000","1474078985000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","43.805660","-71.441465","","","122.63","155.16","211.97","159.0",""
"Bretton Woods Running","","Fri, 16 Sep 2016 08:28",00:42:32,00:42:29,"6.20796","6.857562","6.843360","4.653935","","","","","","198","159","470","","","","","","","https://connect.garmin.com/modern/activity/1368482402","Fri, 16 Sep 2016 09:10","1474028893000","1474031445000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","44.260105","-71.456755","","","117.26","21.08","579.93","479.48",""
"King Of Prussia Running","","Sun, 11 Sep 2016 11:19",01:20:03,00:00:17,"8.18974","9.025362","0.034596","4.568467","","","","","","192","164","609","","","","","","","https://connect.garmin.com/modern/activity/1368482372","Sun, 11 Sep 2016 12:39","1473607183000","1473611986000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","40.100399","-75.422357","","","73.34","84.15","78.07","27.96",""
"Southborough Running","","Thu, 08 Sep 2016 18:42",00:35:28,00:30:28,"3.46570","10.236133","8.790921","2.481804","","","","","","177","147","240","","","","","","","https://connect.garmin.com/modern/activity/1368482329","Thu, 08 Sep 2016 19:17","1473374523000","1473376651000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","42.300914","-71.514605","","","27.49","17.8","86.8","76.0",""
"West Roxbury Running","","Wed, 07 Sep 2016 18:47",00:24:14,00:24:06,"3.64658","6.646126","6.608923","4.959929","","","","","","197","176","282","","","","","","","https://connect.garmin.com/modern/activity/1368482288","Wed, 07 Sep 2016 19:11","1473288458000","1473289912000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","42.281753","-71.180933","","","36.77","32.26","55.03","24.34",""
"Dover Running","","Mon, 05 Sep 2016 17:06",02:05:42,01:53:07,"11.36997","11.056171","9.948721","4.437253","","","","","","180","144","791","","","","","","","https://connect.garmin.com/modern/activity/1343447542","Mon, 05 Sep 2016 19:12","1473109619000","1473117161000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","42.235543","-71.243850","","","137.11","137.03","99.0","60.96",""
"River Grove Running","","Sat, 03 Sep 2016 16:12",00:41:59,00:39:45,"3.71695","11.304029","10.694254","5.885829","","","","","","163","119","236","","","","","","","https://connect.garmin.com/modern/activity/1343447521","Sat, 03 Sep 2016 16:54","1472937157000","1472939676000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+19:00","41.919168","-87.847907","","","2.72","2.84","193.0","191.0",""
"River Grove Running","","Fri, 02 Sep 2016 19:20",00:25:41,00:23:52,"2.55786","10.046753","9.330724","2.503617","","","","","","158","132","185","","","","","","","https://connect.garmin.com/modern/activity/1343447454","Fri, 02 Sep 2016 19:46","1472862044000","1472863585000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+19:00","41.919166","-87.850218","","","","1.0","193.0","191.0",""
"Jamaica Plain Running","","Thu, 01 Sep 2016 18:47",00:22:43,00:06:21,"3.29518","6.207696","1.927054","5.102047","","","","","","192","176","265","","","","","","","https://connect.garmin.com/modern/activity/1343447314","Thu, 01 Sep 2016 19:10","1472770049000","1472771412000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","42.318991","-71.123603","","","3.2","3.26","25.9","19.0",""
"Jamaica Plain Running","","Thu, 01 Sep 2016 18:47",00:00:02,00:00:02,"0.00275","14.188661","12.127060","16.520268","","","","","","82","82","","","","","","","","https://connect.garmin.com/modern/activity/1343447300","Thu, 01 Sep 2016 18:47","1472770043000","1472770045000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","42.319078","-71.123531","","","","","23.0","22.98",""
"West Roxbury Running","","Wed, 31 Aug 2016 18:52",00:25:37,00:25:32,"3.67033","6.981756","6.956690","5.367674","","","","","","193","161","279","","","","","","","https://connect.garmin.com/modern/activity/1331153696","Wed, 31 Aug 2016 19:17","1472683928000","1472685465000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","42.281950","-71.180946","","","40.12","33.33","55.2","24.0",""
"Brookline Running","","Tue, 30 Aug 2016 19:50",00:28:21,00:01:07,"1.91918","7.001866","0.581846","5.546901","","","","","","178","134","152","","","","","","","https://connect.garmin.com/modern/activity/1331153681","Tue, 30 Aug 2016 20:18","1472601024000","1472602725000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","42.326362","-71.135353","","","4.19","3.35","44.11","35.29",""
"Brighton Running","","Mon, 29 Aug 2016 20:25",00:15:14,00:15:14,"2.35558","6.471312","6.466925","5.459256","","","","","","181","174","198","","","","","","","https://connect.garmin.com/modern/activity/1331153673","Mon, 29 Aug 2016 20:40","1472516705000","1472517619000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","42.333674","-71.154307","","","6.42","10.4","45.82","34.94",""
"Owings Mills Running","","Fri, 26 Aug 2016 18:29",00:16:50,00:16:50,"2.63399","6.398329","6.390799","5.791940","","","","","","191","173","217","","","","","","","https://connect.garmin.com/modern/activity/1331153664","Fri, 26 Aug 2016 18:46","1472250565000","1472251575000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","39.402986","-76.811589","","","30.49","35.49","184.85","176.4",""
"Owings Mills Running","","Fri, 26 Aug 2016 05:48",00:35:52,00:35:39,"5.12452","6.998446","6.956751","5.677798","","","","","","190","164","405","","","","","","","https://connect.garmin.com/modern/activity/1331153656","Fri, 26 Aug 2016 06:24","1472204909000","1472207061000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","39.402911","-76.811480","","","70.01","75.23","184.93","176.53",""
"Owings Mills Running","","Thu, 25 Aug 2016 18:17",00:40:10,00:09:07,"2.68086","8.131282","3.400649","4.411672","","","","","","195","163","198","","","","","","","https://connect.garmin.com/modern/activity/1331153645","Thu, 25 Aug 2016 18:57","1472163451000","1472165861000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","39.410613","-76.800915","","","19.97","18.3","160.16","145.84",""
"Owings Mills Running","","Thu, 25 Aug 2016 05:32",00:26:59,00:26:38,"3.78485","7.133492","7.036835","4.320506","","","","","","178","150","279","","","","","","","https://connect.garmin.com/modern/activity/1331153635","Thu, 25 Aug 2016 05:59","1472117564000","1472119183000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","39.402356","-76.811162","","","60.25","61.16","184.66","175.63",""
"Owings Mills Running","","Mon, 22 Aug 2016 18:35",00:23:20,00:07:00,"3.29037","7.064860","2.127420","5.294862","","","","","","184","161","247","","","","","","","https://connect.garmin.com/modern/activity/1331153618","Mon, 22 Aug 2016 18:58","1471905332000","1471906732000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","39.401655","-76.810222","","","7.5","4.64","184.79","175.86",""
"Baltimore Running","","Sun, 21 Aug 2016 14:42",01:27:53,00:22:12,"5.15243","6.389895","4.308645","5.410850","","","","","","195","180","398","","","","","","","https://connect.garmin.com/modern/activity/1315100013","Sun, 21 Aug 2016 16:10","1471808579000","1471813852000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+19:00","39.263253","-76.577925","","","199.75","10.67","190.82","",""
"Marriottsville Running","","Sat, 20 Aug 2016 17:55",00:05:57,00:03:11,"0.34043","17.497755","9.350805","5.309326","","","","","","169","128","37","","","","","","","https://connect.garmin.com/modern/activity/1315100008","Sat, 20 Aug 2016 18:01","1471730107000","1471730464000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","39.357358","-76.887981","","","3.84","16.2","139.01","122.31",""
"Owings Mills Running","","Fri, 19 Aug 2016 05:57",00:32:40,00:32:40,"5.09752","6.423677","6.408343","4.909671","","","","","","","","371","","","","","","","https://connect.garmin.com/modern/activity/1311343572","Fri, 19 Aug 2016 06:30","1471600662000","1471602622000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","39.402775","-76.811443","","","46.09","51.37","184.93","176.39",""
"Owings Mills Running","","Thu, 18 Aug 2016 19:21",00:34:09,00:34:09,"5.07835","6.740603","6.724621","4.857639","","","","","","","","359","","","","","","","https://connect.garmin.com/modern/activity/1310456482","Thu, 18 Aug 2016 19:55","1471562465000","1471564514000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","39.402729","-76.811488","","","62.0","67.87","184.74","176.44",""
"Brighton Running","","Tue, 16 Aug 2016 21:28",00:18:18,00:18:12,"2.37672","7.704171","7.657608","5.763704","","","","","","","","159","","","","","","","https://connect.garmin.com/modern/activity/1310456466","Tue, 16 Aug 2016 21:46","1471397283000","1471398381000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","42.336658","-71.154369","","","","3.05","46.13","39.08",""
"Brighton Running","","Tue, 16 Aug 2016 21:05",00:22:12,00:00:05,"2.49914","6.152462","0.033344","11.271326","","","","","","","","194","","","","","","","https://connect.garmin.com/modern/activity/1310456444","Tue, 16 Aug 2016 21:27","1471395945000","1471397277000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","42.335901","-71.154018","","","2.91","2.79","45.65","39.23",""
"Brighton Running","","Tue, 16 Aug 2016 05:58",00:15:11,00:15:11,"2.50859","6.053262","6.052531","5.407267","","","","","","","","193","","","","","","","https://connect.garmin.com/modern/activity/1310456431","Tue, 16 Aug 2016 06:13","1471341496000","1471342407000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","42.336475","-71.154187","","","","2.75","45.59","39.08",""
"Brighton Running","","Thu, 11 Aug 2016 06:05",00:15:01,00:15:01,"2.54347","5.937034","5.904008","3.920432","","","","","","","","196","","","","","","","https://connect.garmin.com/modern/activity/1310456420","Thu, 11 Aug 2016 06:20","1470909936000","1470910837000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","42.334420","-71.153996","","","5.86","8.98","47.03","34.34",""
"Brighton Running","","Fri, 22 Jul 2016 06:13",19 days, 23:51:50,00:00:01,"2.52066","6.187335","0.006612","8.241282","","","","","","","","189","","","","","","","https://connect.garmin.com/modern/activity/1310456413","Thu, 11 Aug 2016 06:05","1469182420000","1470909930000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","42.336398","-71.154040","","","2.42","4.86","45.74","37.53",""
"Rockville Running","","Sat, 03 Oct 2015 11:06",00:36:56,00:36:56,"5.87968","6.282458","6.281522","3.165020","66.21","36.11","64.0","107.58","","192","173","441","","","","","","","https://connect.garmin.com/modern/activity/921411935","Sat, 03 Oct 2015 11:42","1443884762000","1443886978000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","39.053376","-77.105411","","","","","","",""
"Boonsboro Running","","Fri, 02 Oct 2015 23:52",01:18:15,01:18:10,"11.56564","6.767343","6.758524","4.237109","95.27","119.55","103.04","161.31","","194","184","814","","","","","","","https://connect.garmin.com/modern/activity/921411923","Sat, 03 Oct 2015 01:10","1443844328000","1443849023000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","39.513455","-77.755299","","","","","","",""
"Oldtown Running","","Fri, 02 Oct 2015 11:52",00:50:01,00:44:49,"7.02289","7.121375","6.381509","3.173865","479.98","188.28","134.95","503.9","","206","181","500","","","","","","","https://connect.garmin.com/modern/activity/921411894","Fri, 02 Oct 2015 12:42","1443801159000","1443804160000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","39.615417","-78.490306","","","","","","",""
"Bear Mountain State Park Half","","Sun, 03 May 2015 08:04",03:28:14,03:17:59,"21.52555","9.674695","9.197595","3.492377","678.76","678.83","23.94","283.82","","210","194","1371","","","","","","","https://connect.garmin.com/modern/activity/765121253","Sun, 03 May 2015 11:32","1430654657000","1430667151000","Garmin Forerunner 305 2.90.0.0","running","race","+20:00","41.311804","-73.990510","","","","","","",""
"Philadelphia Half","","Sun, 23 Nov 2014 07:11",02:22:44,02:22:02,"21.31563","6.695955","6.663342","1.308862","86.93","87.0","","36.0","","201","189","1602","","","","","","","https://connect.garmin.com/modern/activity/638905039","Sun, 23 Nov 2014 09:33","1416744665000","1416753229000","Garmin Forerunner 305 2.90.0.0","running","race","+19:00","39.961997","-75.176236","","","","","","",""
"","","Sat, 18 Oct 2014 17:21",2 days, 0:27:54,00:07:09,"1.31215","5.488589","5.449087","4.129864","36.23","36.9","1.0","27.12","","200","189","100","","","","","","","https://connect.garmin.com/modern/activity/638905033","Mon, 20 Oct 2014 17:49","1413667289000","1413841763000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","40.827293","-73.955121","","","","","","",""
"Ragnar support leg","","Sat, 27 Sep 2014 14:45",00:28:18,00:27:27,"3.78338","7.475904","7.255422","1.110390","","107.25","204.41","317.72","","182","175","203","","","","","","","https://connect.garmin.com/modern/activity/602412785","Sat, 27 Sep 2014 15:14","1411843558000","1411845256000","Garmin Forerunner 305 2.90.0.0","street_running","race","+20:00","44.367962","-73.736135","","","","","","",""
"Ragnar Leg 3","","Sat, 27 Sep 2014 11:31",00:41:02,00:40:39,"5.29636","7.746990","7.675085","3.784595","100.05","87.59","169.06","268.55","","190","178","361","","","","","","","https://connect.garmin.com/modern/activity/602412773","Sat, 27 Sep 2014 12:12","1411831884000","1411834346000","Garmin Forerunner 305 2.90.0.0","trail_running","race","+20:00","44.423147","-73.570061","","","","","","",""
"Ragnar Leg 2","","Sat, 27 Sep 2014 08:01",03:25:08,01:05:35,"9.20473","7.139478","7.124957","3.864342","77.01","161.49","168.17","268.59","","197","173","620","","","","","","","https://connect.garmin.com/modern/activity/602412752","Sat, 27 Sep 2014 11:26","1411819303000","1411831611000","Garmin Forerunner 305 2.90.0.0","running","race","+20:00","44.214599","-73.594008","","","","","","",""
"Ragnar Legs 1 & 2","","Fri, 26 Sep 2014 09:29",14:43:27,02:58:26,"26.11965","6.904124","6.831009","3.790364","202.08","219.76","83.0","154.39","","206","184","1868","","","","","","","https://connect.garmin.com/modern/activity/602412715","Sat, 27 Sep 2014 00:13","1411738180000","1411791187000","Garmin Forerunner 305 2.90.0.0","running","race","+20:00","43.083701","-73.768073","","","","","","",""
"Palisades Parkway run ","Ragnar 2014 team training","Sun, 14 Sep 2014 07:42",01:17:09,00:52:32,"7.48345","7.310249","7.026146","3.355404","154.23","152.7","-1.81","105.09","","200","181","637","","","","","","","https://connect.garmin.com/modern/activity/591257284","Sun, 14 Sep 2014 09:00","1410694976000","1410699605000","Garmin Forerunner 305 2.90.0.0","running","training","+20:00","40.854357","-73.961388","","","","","","",""
"","","Fri, 12 Sep 2014 06:18",2 days, 0:00:43,00:15:13,"2.55094","6.271228","5.965131","3.556898","11.27","10.83","","13.84","","201","177","213","","","","","","","https://connect.garmin.com/modern/activity/591257264","Sun, 14 Sep 2014 06:18","1410517084000","1410689927000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","40.827614","-73.954248","","","","","","",""
"","","Wed, 10 Sep 2014 06:19",01:38:29,00:13:47,"2.24544","6.341454","6.138375","2.982043","118.92","117.58","","91.47","","203","178","179","","","","","","","https://connect.garmin.com/modern/activity/591257257","Wed, 10 Sep 2014 07:58","1410344399000","1410350308000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","40.835261","-73.949011","","","","","","",""
"","","Wed, 10 Sep 2014 06:19",00:00:01,"","0.00167","12.650527","","11.204243","","","8.23","8.23","","124","124","","","","","","","","https://connect.garmin.com/modern/activity/591257246","Wed, 10 Sep 2014 06:19","1410344383000","1410344384000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","40.835047","-73.949074","","","","","","",""
"","","Sun, 10 Aug 2014 19:04",01:34:00,01:25:47,"11.52042","7.734110","7.446201","3.278712","137.04","127.98","0.96","37.58","","","","905","","","","","","","https://connect.garmin.com/modern/activity/562742246","Sun, 10 Aug 2014 20:38","1407711893000","1407717533000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","40.830377","-73.950075","","","","","","",""
"","","Fri, 07 Mar 2014 16:16",00:50:52,00:13:14,"2.57239","5.641520","5.144381","0.486991","29.16","28.96","3.0","34.53","","209","188","227","","","","","","","https://connect.garmin.com/modern/activity/562742234","Fri, 07 Mar 2014 17:07","1394226970000","1394230022000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+19:00","40.825144","-73.953783","","","","","","",""
"","","Wed, 05 Mar 2014 16:56",1 day, 23:18:39,00:11:13,"2.10639","5.435833","5.325059","2.488794","29.24","32.03","3.0","35.27","","209","194","183","","","","","","","https://connect.garmin.com/modern/activity/562742209","Fri, 07 Mar 2014 16:15","1394056586000","1394226905000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+19:00","40.820465","-73.958407","","","","","","",""
"","","Fri, 06 Dec 2013 07:24",00:09:42,00:03:11,"0.44047","10.939425","7.227111","4.990716","6.2","","","6.57","","197","172","40","","","","","","","https://connect.garmin.com/modern/activity/562742197","Fri, 06 Dec 2013 07:34","1386332699000","1386333281000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+19:00","40.827680","-73.953836","","","","","","",""
"","","Thu, 05 Dec 2013 07:21",00:42:04,00:13:19,"1.91974","8.094242","6.936706","5.003262","2.13","2.36","0.51","10.08","","205","182","172","","","","","","","https://connect.garmin.com/modern/activity/562742178","Thu, 05 Dec 2013 08:03","1386246066000","1386248590000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+19:00","40.827759","-73.953807","","","","","","",""
"","","Mon, 18 Nov 2013 07:10",00:09:52,00:08:52,"1.62877","5.464639","5.443765","4.363047","6.17","3.0","","6.17","","","","138","","","","","","","https://connect.garmin.com/modern/activity/562742165","Mon, 18 Nov 2013 07:20","1384776641000","1384777233000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+19:00","40.827346","-73.954095","","","","","","",""
"","","Fri, 15 Nov 2013 07:06",00:23:59,00:13:31,"2.48160","5.487927","5.446757","4.704955","15.76","10.92","1.22","17.24","","204","183","208","","","","","","","https://connect.garmin.com/modern/activity/562742147","Fri, 15 Nov 2013 07:30","1384517176000","1384518615000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+19:00","40.827727","-73.953776","","","","","","",""
"","","Fri, 08 Nov 2013 17:49",00:06:03,00:05:12,"1.02120","5.104143","5.092066","4.020581","","1.0","1.0","3.0","","","","85","","","","","","","https://connect.garmin.com/modern/activity/562742133","Fri, 08 Nov 2013 17:55","1383950993000","1383951356000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+19:00","40.826527","-73.956447","","","","","","",""
"","","Sun, 15 Sep 2013 07:22",4 days, 18:24:07,00:01:49,"0.32633","240393.354842","5.567008","4.317246","","","","1.0","","180","152","25","","","","","","","https://connect.garmin.com/modern/activity/562742124","Fri, 20 Sep 2013 01:47","1379244173000","1379656020000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","40.827631","-73.954867","","","","","","",""
"","","Tue, 30 Jul 2013 19:02",00:39:04,00:38:23,"4.29634","9.098295","8.933969","4.312368","4.63","5.3","21.0","25.28","","","","303","","","","","","","https://connect.garmin.com/modern/activity/562742108","Tue, 30 Jul 2013 19:42","1375225379000","1375227723000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","29.212959","-82.097386","","","","","","",""
"","","Fri, 21 Jun 2013 17:07",00:33:01,00:12:50,"1.80815","7.182834","7.097480","4.854007","11.21","12.21","3.5","17.27","","183","148","138","","","","","","","https://connect.garmin.com/modern/activity/562742083","Fri, 21 Jun 2013 17:40","1371848854000","1371850835000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","40.566977","-74.270977","","","","","","",""
"","","Sun, 05 May 2013 12:10",-3 days, 11:49:45,00:35:54,"5.47018","6.678638","6.562859","3.829289","252.95","84.77","4.0","198.26","","201","182","459","","","","","","","https://connect.garmin.com/modern/activity/562742069","Fri, 03 May 2013 00:00","1367770254000","1367553639000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","39.392124","-76.812870","","","","","","",""
"","","Sat, 20 Apr 2013 20:07",00:44:53,00:19:48,"2.44307","8.650470","8.104571","4.988458","52.7","50.34","142.59","192.53","","200","173","159","","","","","","","https://connect.garmin.com/modern/activity/562742051","Sat, 20 Apr 2013 20:52","1366502862000","1366505555000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","39.396056","-76.813598","","","","","","",""
"","","Fri, 19 Apr 2013 05:19",00:26:17,00:15:34,"2.41459","6.471214","6.446917","4.276228","23.47","37.92","163.15","192.03","","197","176","180","","","","","","","https://connect.garmin.com/modern/activity/562742035","Fri, 19 Apr 2013 05:45","1366363179000","1366364756000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","39.392953","-76.813316","","","","","","",""
"","","Wed, 17 Apr 2013 05:33",00:40:24,00:15:56,"2.40371","6.660038","6.628628","5.083143","32.85","33.59","163.1","192.03","","195","178","171","","","","","","","https://connect.garmin.com/modern/activity/562742016","Wed, 17 Apr 2013 06:14","1366191228000","1366193652000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","39.395012","-76.813478","","","","","","",""
"","","Wed, 10 Apr 2013 18:41",00:32:46,00:14:38,"2.42913","6.062123","6.024112","4.981188","47.21","38.74","163.2","192.18","","198","176","175","","","","","","","https://connect.garmin.com/modern/activity/562741992","Wed, 10 Apr 2013 19:14","1365633677000","1365635643000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","39.392127","-76.812884","","","","","","",""
"","","Sat, 30 Mar 2013 07:14",01:00:57,00:12:06,"1.73632","7.091160","6.968774","4.611239","30.29","46.75","163.0","190.53","","205","171","121","","","","","","","https://connect.garmin.com/modern/activity/562741976","Sat, 30 Mar 2013 08:15","1364642047000","1364645704000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+20:00","39.393546","-76.813103","","","","","","",""
"","","Mon, 25 Mar 2013 16:39",00:54:32,00:17:42,"2.30771","7.731483","7.669950","6.053086","6.17","6.17","2.06","14.0","","204","184","147","","","","","","","https://connect.garmin.com/modern/activity/562741960","Mon, 25 Mar 2013 17:33","1364209749000","1364213021000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.040995","80.280632","","","","","","",""
"","","Sun, 24 Mar 2013 07:58",1 day, 8:38:18,00:10:16,"1.72770","6.038864","5.942396","3.766644","56.25","24.42","4.0","57.36","","205","186","120","","","","","","","https://connect.garmin.com/modern/activity/562741950","Mon, 25 Mar 2013 16:36","1364092121000","1364209619000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.002925","80.190373","","","","","","",""
"","","Sun, 17 Mar 2013 07:12",02:45:15,00:16:04,"2.16853","62.915108","7.409011","1.623733","43.55","70.75","8.54","58.44","","212","123","145","","","","","","","https://connect.garmin.com/modern/activity/562741944","Sun, 17 Mar 2013 09:58","1363484573000","1363494488000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.027486","80.245204","","","","","","",""
"","","Sun, 30 Dec 2012 06:50",01:02:02,00:20:18,"3.30231","6.165490","6.147220","4.238822","38.82","28.99","-5.15","14.3","","191","172","239","","","","","","","https://connect.garmin.com/modern/activity/562741923","Sun, 30 Dec 2012 07:52","1356830456000","1356834178000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.036693","80.253996","","","","","","",""
"","","Fri, 28 Dec 2012 17:52",00:22:55,00:08:54,"1.45755","6.150499","6.106133","4.718322","","","4.0","10.24","","201","176","105","","","","","","","https://connect.garmin.com/modern/activity/562741918","Fri, 28 Dec 2012 18:15","1356697368000","1356698743000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.002431","80.272146","","","","","","",""
"","","Thu, 27 Dec 2012 17:07",00:56:26,00:32:45,"4.23871","7.768160","7.726402","4.995508","13.86","20.38","-2.75","14.0","","194","182","257","","","","","","","https://connect.garmin.com/modern/activity/562741904","Thu, 27 Dec 2012 18:03","1356608242000","1356611628000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.042230","80.280800","","","","","","",""
"","","Tue, 25 Dec 2012 07:17",00:42:50,00:31:31,"4.12572","7.671824","7.639062","6.088628","15.3","13.38","-1.79","14.0","","194","178","267","","","","","","","https://connect.garmin.com/modern/activity/562741886","Tue, 25 Dec 2012 08:00","1356400043000","1356402613000","Garmin Forerunner 305 2.90.0.0","running","uncategorized","+05:30","13.040727","80.280485","","","","","","",""
